raw_specialty,processed_specialties,is_junk,specialty_count
Endocrinology,endocrinology,False,1
Sports Med,sports medicineicine,False,1
Geriatric Med,geriatric medicine,False,1
Naturopathic Physician Unit,,True,0
Neuropsychiatry Practice,neuropsychiatry practice,False,1
Clinical Psychology Service,clinical psychology,False,1
Emergency Medical Technician dept,emergency medicineical technician,False,1
COMMUNITY HEALTH - CLINIC/CENTER Division,,True,0
Nuclear Medicine - USA,nuclear medicineicine - usa,False,1
Infectious Disease Service,infectious disease,False,1
Adult Health Nurse Practitioner,adult health nurse practitioner,False,1
PULMONARY MEDICINE,,True,0
Sleep Medicine Services,sleep medicineicine services,False,1
OB/GYN,obstetrics gynecology,False,1
Midwife dept,midwife,False,1
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
Geriatric Medicine dept,geriatric medicineicine,False,1
Sleep Medicine,sleep medicineicine,False,1
Pediatric Dentistry Unit,pediatric dentistry,False,1
Cardiology,cardiology,False,1
Addiction Medicine,addiction medicineicine,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Dr. Neuropsychiatry,,True,0
Dermatology Center,dermatology,False,1
Gerontology - Nurse Practitioner CLINIC,gerontology - nurse practitioner,False,1
Sports Medicine Unit,sports medicineicine,False,1
Dept of Occupational Therapist,,True,0
Addiction Medicine,addiction medicineicine,False,1
AdultHealthNursePractitioner,adulthealthnursepractitioner,False,1
general practice,general practice,False,1
Cardiology dept,cardiology,False,1
Chirop,chirop,False,1
Hospice-and-Palliative-Care,hospice- -palliative-care,False,1
Diet,diet,False,1
VASCULAR SURGERY,vascular surgeryery,False,1
Clinical Laboratory Service,clinical laboratory,False,1
Emergency Medical Technician Services,emergency medicineical technician services,False,1
Chiropractic,chiropractic,False,1
Psychiatry,psychiatry,False,1
Clinical Laboratory CLINIC,clinical laboratory,False,1
MARRIAGE & FAMILY THERAPIST Center,marriage family therapist,False,1
Neurology dept,neurology,False,1
Dept of Dermatology,of dermatology,False,1
MARRIAGE and FAMILY THERAPIST,marriage family therapist,False,1
Emergency Medical Technician Unit,emergency medicineical technician,False,1
TAXI Service,taxi,False,1
PHARMACY,pharmacy,False,1
Emergency Medicine Unit,emergency medicineicine,False,1
Cardiology,cardiology,False,1
PEDIATRICS Center,pediatrics,False,1
Critical Care Medicine Service,critical care medicineicine,False,1
Radiation Oncology,radiation oncology,False,1
Urology,urology,False,1
Reproductive-Endocrinology,reproductive-endocrinology,False,1
Neuropsychiatry hospital,neuropsychiatry,False,1
Emergency Medicine - USA,emergency medicineicine - usa,False,1
Surgical-Oncology,surgeryical-oncology,False,1
Pathology hospital,pathology,False,1
MARRIAGE & FAMILY THERAPIST Service,marriage family therapist,False,1
AddictionMedicine,addictionmedicineicine,False,1
RADIOLOGY MOBILE CLINIC/CENTER,radiology mobile,False,1
CLINICAL LABORATORY,clinical laboratory,False,1
Anesthesiology,anesthesiology,False,1
Sports Medicine,sports medicineicine,False,1
CriticalCareMedicine,criticalcaremedicineicine,False,1
Orthopedic Surgery Center,orthopedicedic surgeryery,False,1
IP,,True,0
Audiology CLINIC,audiology,False,1
Sleep Medicine - USA,sleep medicineicine - usa,False,1
critical care medicine,critical care medicineicine,False,1
Naturopathic Physician Services,,True,0
Surgical Oncology CLINIC,surgeryical oncology,False,1
REGISTERED NURSE,registered nurse,False,1
Radiology,radiology,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Urology,urology,False,1
Anesthesiology,anesthesiology,False,1
RADIOLOGY MOBIL,radiology mobil,False,1
Pediatric Dentistry Practice,pediatric dentistry practice,False,1
PULMONARY MEDICINE,,True,0
COMMUNITY HEALTH - CLINIC/CENTER CLINIC,,True,0
Family Medicine,family medicineicine,False,1
Clinical Laboratory,clinical laboratory,False,1
Gastroenterology,gastroenterology,False,1
Pain Management,,True,0
Geriatric-Medicine,geriatric-medicineicine,False,1
Naturopathic Physician,,True,0
Plastic Surgery Services,plastic surgeryery services,False,1
Reproductive Endocrinology - USA,reproductive endocrinology - usa,False,1
Infectious Disease CLINIC,infectious disease,False,1
Orthopedic Surgery Division,orthopedicedic surgeryery,False,1
Nephrology Center,nephrology,False,1
Sleep Medicine,sleep medicineicine,False,1
PULMONARY MED1C1NE,,True,0
Addiction Medicine,addiction medicineicine,False,1
IR,,True,0
ONCOLOGY,oncology,False,1
Oncology dept,oncology,False,1
Clinical Laboratory hospital,clinical laboratory,False,1
Oncology Program,oncology,False,1
PEDIATRICS,pediatrics,False,1
OPTI,opti,False,1
Behavioral Health Counselor Division,behavioral health counselor,False,1
Naturopathic Physician Service,,True,0
Urology,urology,False,1
Endocrinology Service,endocrinology,False,1
RADIOLOGY,radiology,False,1
TAXI Services,taxi services,False,1
SPORTS MEDICINE,sports medicineicine,False,1
endocrinology,endocrinology,False,1
IP Division,,True,0
Gastroenterology,gastroenterology,False,1
Public,public,False,1
Gerontology - Nurse Practitioner,gerontology - nurse practitioner,False,1
Family ,family,False,1
Physical Medicine & Rehab,physical medicineicine rehab,False,1
Dietitian Practice,dietitian practice,False,1
Cardiology hospital,cardiology,False,1
Radiology hospital,radiology,False,1
Emergency Medicine Practice,emergency medicineicine practice,False,1
Oncology Center,oncology,False,1
Urology Services,urology services,False,1
Pediatric Dentistry,pediatric dentistry,False,1
Dr. Speech-Language Pathologist,,True,0
Pediatric Dentistry dept,pediatric dentistry,False,1
Nephrology,nephrology,False,1
Dietitian Center,dietitian,False,1
Clinical Psychology,clinical psychology,False,1
Dietitian,dietitian,False,1
Psychiatry Services,psychiatry services,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Ophthalmology Service,ophthalmology,False,1
Radiation 0ncology,radiation 0ncology,False,1
FREE STANDING (RURAL HEALTH CLINIC),,True,0
nephrology,nephrology,False,1
PULMONARY MEDICINE hospital,,True,0
Gastroenterology Unit,gastroenterology,False,1
Sleep Medicine,sleep medicineicine,False,1
PEDIATRICS,pediatrics,False,1
Radiology Service,radiology,False,1
PEDIATRICS Practice,pediatrics practice,False,1
Clinical Laboratory dept,clinical laboratory,False,1
Hematology Unit,hematology,False,1
Public Health Program,public health,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Sports Medicine Practice,sports medicineicine practice,False,1
Speech-Language Pathologist Unit,speech-language pathologist,False,1
Internal Medicine Services,,True,0
PSYCHIATRY,psychiatry,False,1
Neurology - USA,neurology - usa,False,1
marriage & family therapist,marriage family therapist,False,1
Orthopedic Surgery hospital,orthopedicedic surgeryery,False,1
Dentistry Center,dentistry,False,1
RADIOLOGY MOBILE CLINIC/CENTER,radiology mobile,False,1
FREE STANDING (RURAL HEALTH CLINIC) Program,,True,0
ophthalmology,ophthalmology,False,1
Pediatric Dentistry Practice,pediatric dentistry practice,False,1
Nuclear Medicine hospital,nuclear medicineicine,False,1
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
Dr. Clinical Psychology,,True,0
Family Med,family medicineicine,False,1
Emergency Medicine Service,emergency medicineicine,False,1
Ophthalmology dept,ophthalmology,False,1
Audiology,audiology,False,1
Dr. PEDIATRICS,,True,0
Dr. Infectious Disease,,True,0
Dermatology,dermatology,False,1
Adult Health Nurse Practitioner,adult health nurse practitioner,False,1
Reproductive Endocrinology Service,reproductive endocrinology,False,1
Oncology,oncology,False,1
Surgical Oncology,surgeryical oncology,False,1
Nephrology - USA,nephrology - usa,False,1
Critical-Care-Medicine,critical-care-medicineicine,False,1
Sports Medicine,sports medicineicine,False,1
COMMUNITY HEALTH - CLINIC/CENTER Services,- services,False,1
Gerontology - Nu,gerontology - nu,False,1
IP Services,ip services,False,1
Vascular Surgery,vascular surgeryery,False,1
Geriatric Medicine dept,geriatric medicineicine,False,1
Behavioral Health Counselor,behavioral health counselor,False,1
Nuclear Medicine Program,nuclear medicineicine,False,1
Public Health,public health,False,1
Cardiothoracic Surgery Practice,cardiothoracic surgeryery practice,False,1
Audiology,audiology,False,1
OPTICIAN CLINIC,optician,False,1
Behavioral-Health-Counselor,behavioral-health-counselor,False,1
Nuclear Medicine,nuclear medicineicine,False,1
BEHAVIORAL HEALTH COUNSELOR,behavioral health counselor,False,1
Nephrology Service,nephrology,False,1
Hematology CLINIC,hematology,False,1
Dermatology dept,dermatology,False,1
Family Medicine Program,family medicineicine,False,1
GERONTOLOGY - NURSE PRACTITIONER,gerontology - nurse practitioner,False,1
Infectious Disease,infectious disease,False,1
Radiation Oncology,radiation oncology,False,1
Medical Genetics,medicineical genetics,False,1
MIDWIFE,midwife,False,1
Nuclear Medicine - USA,nuclear medicineicine - usa,False,1
CLINICAL LABORATORY,clinical laboratory,False,1
Ob/Gyn,obstetrics gynecology,False,1
ANESTHESIOLOGY,anesthesiology,False,1
0phthalmology,0phthalmology,False,1
General Practice CLINIC,general practice,False,1
Infectious Disease Center,infectious disease,False,1
Addiction Medicine Services,addiction medicineicine services,False,1
Dr. Sleep Medicine,,True,0
RADIOLOGYMOBILECLINIC/CENTER,radiologymobileclinic,False,1
Radiology CLINIC,radiology,False,1
MARRIAGE & FAMILY THERAPIST - USA,marriage family therapist - usa,False,1
Cardiology Practice,cardiology practice,False,1
Plastic,plastic,False,1
Audiology,audiology,False,1
Psychiatry - USA,psychiatry - usa,False,1
Psychiatry Unit,psychiatry,False,1
Medical Genetics CLINIC,medicineical genetics,False,1
Orthotics an,orthotics an,False,1
Clinical Laboratory Services,clinical laboratory services,False,1
General Practice dept,general practice,False,1
Neurology Practice,neurology practice,False,1
Behavioral Health Counselor,behavioral health counselor,False,1
Internal Medicine dept,,True,0
DIETITIAN,dietitian,False,1
Behavioral He,behavioral he,False,1
Plastic Surgery,plastic surgeryery,False,1
Sports Medicine Program,sports medicineicine,False,1
Audiology,audiology,False,1
TAXI Program,taxi,False,1
Neurology,neurology,False,1
OPTICIAN Services,optician services,False,1
Emergency Medical Technician Center,emergency medicineical technician,False,1
radiation oncology,radiation oncology,False,1
Pharmacy Program,pharmacy,False,1
Pediatrics,pediatrics,False,1
Addiction Medicine Unit,addiction medicineicine,False,1
PHYS1CAL MED1C1NE & REHAB,phys1cal medicine1c1ne rehab,False,1
pulmonary medicine,,True,0
OPTICIAN Center,optician,False,1
0rthopedic Surgery,0rthopedic surgeryery,False,1
Dept of Pharmacy,of pharmacy,False,1
Emergency Medical Technician Center,emergency medicineical technician,False,1
Ophthalmology hospital,ophthalmology,False,1
Addiction Medicine Services,addiction medicineicine services,False,1
naturopathic physician,,True,0
Clinal Psychology,,True,0
Pediatric Dentistry Center,pediatric dentistry,False,1
Pathology dept,pathology,False,1
Midwife dept,midwife,False,1
Dept of Nephrology,of nephrology,False,1
PEDIA,pedia,False,1
Clinical Psychology Practice,clinical psychology practice,False,1
Sleep Medicine,sleep medicineicine,False,1
Dietitian,dietitian,False,1
Behavioral Health Counselor Unit,behavioral health counselor,False,1
Occupational Therapist Unit,,True,0
MARRIAGE & FAMILY THERAPIST,marriage family therapist,False,1
Medical Genetics,medicineical genetics,False,1
Addiction Medicine,addiction medicineicine,False,1
Anesthesiology Services,anesthesiology services,False,1
Urology,urology,False,1
pediatrics,pediatrics,False,1
Public Health Center,public health,False,1
Hospice And Palliative Care,hospice palliative care,False,1
Psychiatry Program,psychiatry,False,1
emergency medical technician,emergency medicineical technician,False,1
Pathology - USA,pathology - usa,False,1
Gastroenterology Practice,gastroenterology practice,False,1
Critical Care Medicine,critical care medicineicine,False,1
Neurology,neurology,False,1
Hematology Program,hematology,False,1
Orthopedic Surgery,orthopedicedic surgeryery,False,1
Pain Management,,True,0
PEDIATRIC 0PT0METRIST,pediatric 0pt0metrist,False,1
Gastroenterology,gastroenterology,False,1
Sports Medicine Practice,sports medicineicine practice,False,1
Urology,urology,False,1
Public,public,False,1
Addiction Medicine,addiction medicineicine,False,1
IP Services,ip services,False,1
Chirop,chirop,False,1
Dept of Behavioral Health Counselor,of behavioral health counselor,False,1
Oncology Program,oncology,False,1
PHYSICAL MEDICINE & REHAB,physical medicineicine rehab,False,1
Ophthalmology Practice,ophthalmology practice,False,1
Cardiology CLINIC,cardiology,False,1
Behavioral Health Counselor hospital,behavioral health counselor,False,1
Sports Medicine,sports medicineicine,False,1
Plastic Surgery,plastic surgeryery,False,1
Urology CLINIC,urology,False,1
Infectious Disease,infectious disease,False,1
Neurology Center,neurology,False,1
Pediatric Optometrist,pediatric optometrist,False,1
Internal Medicine Program,,True,0
PEDIATRICS Practice,pediatrics practice,False,1
Urology,urology,False,1
Dr. Oncology,,True,0
Pharmacy,pharmacy,False,1
RADIOLOGY MOBILE CLINIC/CENTER CLINIC,radiology mobile,False,1
OB/GYN,obstetrics gynecology,False,1
Cardiology,cardiology,False,1
cardiothoracic surgery,cardiothoracic surgeryery,False,1
Dept of Gerontology - Nurse Practitioner,of gerontology - nurse practitioner,False,1
Adult Health Nurse Practitioner - USA,adult health nurse practitioner - usa,False,1
Dept of Ophthalmology,of ophthalmology,False,1
FREE STANDING (RURAL HEALTH CLINIC),,True,0
Cardiothoracic Surgery CLINIC,cardiothoracic surgeryery,False,1
Gerontology - Nurse Practitioner,gerontology - nurse practitioner,False,1
Emergency Medi,emergency medicinei,False,1
Occupational Therapist dept,,True,0
Hospice and Palliative Care Service,hospice palliative care,False,1
CriticalCareMedicine,criticalcaremedicineicine,False,1
Naturopathic Physician hospital,,True,0
chiropractic,chiropractic,False,1
Gerontology - Nurse Practitioner Services,gerontology - nurse practitioner services,False,1
TAXI CLINIC,taxi,False,1
cardiology,cardiology,False,1
Nephrology Services,nephrology services,False,1
Plastic Surgery,plastic surgeryery,False,1
Occupational Therapist Services,,True,0
OPTICIAN Program,optician,False,1
Dentistry - USA,dentistry - usa,False,1
Nephrology Program,nephrology,False,1
Surgical Oncology Service,surgeryical oncology,False,1
Adult Health Nurse Practitioner,adult health nurse practitioner,False,1
Hospice and Palliative Care Program,hospice palliative care,False,1
sleep medicine,sleep medicineicine,False,1
OPTICIAN Unit,optician,False,1
Dept of Pathology,of pathology,False,1
Clinical Laboratory,clinical laboratory,False,1
SLEEP MEDICINE,sleep medicineicine,False,1
Sports Medicine Unit,sports medicineicine,False,1
OPTICIAN,optician,False,1
PSYCHIATRY,psychiatry,False,1
TAXI Services,taxi services,False,1
EMERGENCY MEDICAL TECHNICIAN,emergency medicineical technician,False,1
Endocrinology Service,endocrinology,False,1
Audiology,audiology,False,1
Clinical ,clinical,False,1
Dept of Behavioral Health Counselor,of behavioral health counselor,False,1
Cardiothoracic Surgery Services,cardiothoracic surgeryery services,False,1
Infectious Disease Program,infectious disease,False,1
OB/GYN Service,obstetrics gynecology,False,1
Reproductive Endocrinology Center,reproductive endocrinology,False,1
CHIROPRACTIC,chiropractic,False,1
Chiropractic CLINIC,chiropractic,False,1
Psychiatry Practice,psychiatry practice,False,1
MARRIAGE & FAMILY THERAPIST,marriage family therapist,False,1
Oncology,oncology,False,1
Naturopathic Physician Division,,True,0
Vascular Surgery CLINIC,vascular surgeryery,False,1
PED1ATR1C OPTOMETR1ST,ped1atr1c optometr1st,False,1
MARRIAGE & FAMILY THERAPIST Practice,marriage family therapist practice,False,1
IP,,True,0
FREE STANDING (RURAL HEALTH CLINIC) Division,,True,0
Hospice and Palliative Care Service,hospice palliative care,False,1
PEDIATRIC OPTOMETRIST,pediatric optometrist,False,1
Orthopedi,orthopedicedi,False,1
Clinical Laboratory,clinical laboratory,False,1
Geriatric Medicine,geriatric medicineicine,False,1
Audiology CLINIC,audiology,False,1
Dietitian Division,dietitian,False,1
Dr. Pediatric Dentistry,,True,0
OB/GYN,obstetrics gynecology,False,1
Oncology CLINIC,oncology,False,1
Psychiatry,psychiatry,False,1
Cardiology,cardiology,False,1
Dr. Cardiology,,True,0
Internal Medicine CLINIC,,True,0
Hospice-and-Palliative-Care,hospice- -palliative-care,False,1
Sports Medicine CLINIC,sports medicineicine,False,1
Midwife,midwife,False,1
Urology,urology,False,1
Plastic Surgery,plastic surgeryery,False,1
Dentistry,dentistry,False,1
CHIROPRACTIC,chiropractic,False,1
Dept of Pharmacy,of pharmacy,False,1
COMMUNITY HEALTH - CLINIC/CENTER Center,,True,0
PEDIATRICOPTOMETRIST,pediatricoptometrist,False,1
Dentistry,dentistry,False,1
PEDIATRIC OPTOMETRIST,pediatric optometrist,False,1
PULMONARY MEDICINE,,True,0
Addiction Medicine,addiction medicineicine,False,1
Dept of PEDIATRIC OPTOMETRIST,of pediatric optometrist,False,1
Nuclear Medicine Unit,nuclear medicineicine,False,1
Radiology CLINIC,radiology,False,1
Oncology,oncology,False,1
Sleep Medicine Services,sleep medicineicine services,False,1
InternalMedicine,,True,0
Orthopedic Surgery,orthopedicedic surgeryery,False,1
neuropsychiatry,neuropsychiatry,False,1
Adult Health Nurse Practitioner Unit,adult health nurse practitioner,False,1
0PTICIAN,0ptician,False,1
Gerontology - Nurse Practitioner,gerontology - nurse practitioner,False,1
Emergency Medicine,emergency medicineicine,False,1
Emergency Medical Technician Service,emergency medicineical technician,False,1
PHYSICAL MEDICINE & REHAB - USA,physical medicineicine rehab - usa,False,1
Diet,diet,False,1
Psychiatry,psychiatry,False,1
TAXI,taxi,False,1
dermatology,dermatology,False,1
OB/GYN Service,obstetrics gynecology,False,1
Gastroenterology,gastroenterology,False,1
Plastic Surgery Program,plastic surgeryery,False,1
OPTICIAN Practice,optician practice,False,1
Naturopathic Physician,,True,0
PEDIATRICS Program,pediatrics,False,1
Dept of Behavioral Health Counselor,of behavioral health counselor,False,1
Nephrology Unit,nephrology,False,1
AddictionMedicine,addictionmedicineicine,False,1
Urology,urology,False,1
IP Program,,True,0
Dentistry Program,dentistry,False,1
Critical Care Medicine Services,critical care medicineicine services,False,1
Endocrinology,endocrinology,False,1
Adult Health Nurse Practitioner Division,adult health nurse practitioner,False,1
Ophthalmology,ophthalmology,False,1
Radiology dept,radiology,False,1
IR dept,,True,0
Ophthalmology CLINIC,ophthalmology,False,1
Hospice and Palliative Care Services,hospice palliative care services,False,1
Dept of Urology,of urology,False,1
Dr. Anesthesiology,,True,0
Reproductive Endocrinology Practice,reproductive endocrinology practice,False,1
Emergency Medicine Division,emergency medicineicine,False,1
PULMONARY MEDICINE Practice,,True,0
CHIROPRACTIC,chiropractic,False,1
Cardiothoracic Surgery Services,cardiothoracic surgeryery services,False,1
Nephrology Services,nephrology services,False,1
Cardiology hospital,cardiology,False,1
MARRIAGE & FAMILY THERAPIST,marriage family therapist,False,1
COMMUNITY HEALTH - CLINIC/CENTER Program,,True,0
MARRIAGE & FAMILY THERAPIST Unit,marriage family therapist,False,1
0ncology,0ncology,False,1
Adult-Health-Nurse-Practitioner,adult-health-nurse-practitioner,False,1
cardiology,cardiology,False,1
Pharmacy,pharmacy,False,1
Nephrology,nephrology,False,1
Oncology,oncology,False,1
Ophthalmology,ophthalmology,False,1
FREE STANDING (RURAL HEALTH CLINIC),,True,0
Internal Medicine,,True,0
IR dept,,True,0
Addiction Medicine,addiction medicineicine,False,1
Audiology dept,audiology,False,1
Infectious Disease Program,infectious disease,False,1
Neurology Center,neurology,False,1
Orthopedic Surgery Center,orthopedicedic surgeryery,False,1
radiology mobile clinic/center,radiology mobile,False,1
Orthotics and Prosthetics,orthotics prosthetics,False,1
Dept of Speech-Language Pathologist,of speech-language pathologist,False,1
TAXI Services,taxi services,False,1
Gerontology - Nurse Practitioner Center,gerontology - nurse practitioner,False,1
TAXI Center,taxi,False,1
Dietitian,dietitian,False,1
Neurops,neurops,False,1
IR Service,,True,0
Surgical Oncology dept,surgeryical oncology,False,1
Sports Medicine dept,sports medicineicine,False,1
Sleep Medicine dept,sleep medicineicine,False,1
Dr. Infectious Disease,,True,0
Addiction Medicine,addiction medicineicine,False,1
Gastroenterology CLINIC,gastroenterology,False,1
FAMILY MEDICINE,family medicineicine,False,1
FamilyMedicine,familymedicineicine,False,1
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
Critical Care Medicine - USA,critical care medicineicine - usa,False,1
ClinicalLaboratory,clinicallaboratory,False,1
internal medicine,,True,0
GERONTOLOGY - NURSE PRACTITIONER,gerontology - nurse practitioner,False,1
Hematology,hematology,False,1
FREE STANDING (RURAL HEALTH CLINIC) hospital,,True,0
Plastic Surgery CLINIC,plastic surgeryery,False,1
Surgical Oncology hospital,surgeryical oncology,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Naturopathic-Physician,,True,0
Geriatric Medicine Service,geriatric medicineicine,False,1
Critical Care Medicine,critical care medicineicine,False,1
TAXI Division,taxi,False,1
Behavioral Health Counselor Division,behavioral health counselor,False,1
Family Medicine Unit,family medicineicine,False,1
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
orthotics and prosthetics,orthotics prosthetics,False,1
Dr. Nuclear Medicine,,True,0
Radiology Division,radiology,False,1
Hematology,hematology,False,1
Reproductive Endocrinology Practice,reproductive endocrinology practice,False,1
0rthopedic Surgery,0rthopedic surgeryery,False,1
Occupational Therapist Services,,True,0
ob/gyn,obstetrics gynecology,False,1
Psychiatry,psychiatry,False,1
OB/GYN Services,obstetrics gynecology services,False,1
Neurology,neurology,False,1
OPHTHALMOLOGY,ophthalmology,False,1
Radiology Mobile Clinic/Center,radiology mobile,False,1
Ophthalmology Services,ophthalmology services,False,1
Dermatology,dermatology,False,1
OPTICIAN CLINIC,optician,False,1
Geriatric Med,geriatric medicine,False,1
Dentistry CLINIC,dentistry,False,1
Gastroen,gastroen,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Internal Medicine Program,,True,0
CARDIOTHORACIC SURGERY,cardiothoracic surgeryery,False,1
sleep medicine,sleep medicineicine,False,1
Endocrinology,endocrinology,False,1
Dentistry Service,dentistry,False,1
Family Medicine Services,family medicineicine services,False,1
Sports-Medicine,sports-medicineicine,False,1
Vascular Surgery Program,vascular surgeryery,False,1
Hospice and Palliative Care Practice,hospice palliative care practice,False,1
PEDIATRIC OPTOMETRIST,pediatric optometrist,False,1
OB/GYN Center,obstetrics gynecology,False,1
Dept of Gerontology - Nurse Practitioner,of gerontology - nurse practitioner,False,1
Critical Care Medicine Program,critical care medicineicine,False,1
Orthotics and Prosthetics CLINIC,orthotics prosthetics,False,1
1P,,True,0
Family Medicine,family medicineicine,False,1
Plastic Surgery,plastic surgeryery,False,1
Pediatric-Dentistry,pediatric-dentistry,False,1
Hematology,hematology,False,1
Internal Med,,True,0
Clinical Laboratory Service,clinical laboratory,False,1
Family Medicine Unit,family medicineicine,False,1
Urology hospital,urology,False,1
IP - USA,ip - usa,False,1
SPORTS MEDICINE,sports medicineicine,False,1
Cardiology Unit,cardiology,False,1
Dept of Orthopedic Surgery,of orthopedicedic surgeryery,False,1
Audiology CLINIC,audiology,False,1
Gastroenterology,gastroenterology,False,1
Emergency Medical Technician,emergency medicineical technician,False,1
Clinical Psychology Service,clinical psychology,False,1
Ophthalmology Service,ophthalmology,False,1
Behavioral Health Counselor Practice,behavioral health counselor practice,False,1
Psychiatry Services,psychiatry services,False,1
Dr. Occupational Therapist,,True,0
IP,,True,0
Hospice and Palliative Care,hospice palliative care,False,1
Radiation Oncology CLINIC,radiation oncology,False,1
Dentistry,dentistry,False,1
Nephrology Unit,nephrology,False,1
Vascular Surgery Practice,vascular surgeryery practice,False,1
Pharmacy Unit,pharmacy,False,1
OPTICIAN Service,optician,False,1
Dermatology,dermatology,False,1
Gerontology - Nurse Practitioner Unit,gerontology - nurse practitioner,False,1
Pain Management Practice,,True,0
cardiothoracic surgery,cardiothoracic surgeryery,False,1
Dept of Radiation Oncology,of radiation oncology,False,1
Endocrinology Program,endocrinology,False,1
Orthopedic Surgery,orthopedicedic surgeryery,False,1
Dentistry dept,dentistry,False,1
Vascular Surgery Center,vascular surgeryery,False,1
RADIOLOGY-MOBILE-CLINIC/CENTER,radiology-mobile-,False,1
Pediatric Dentistry Program,pediatric dentistry,False,1
OPTICIAN,optician,False,1
Audiology CLINIC,audiology,False,1
PHYSICAL MEDICINE & REHAB Practice,physical medicineicine rehab practice,False,1
Orthopedic Surgery Service,orthopedicedic surgeryery,False,1
Nuclear Medicine Practice,nuclear medicineicine practice,False,1
Emergency Medical Technician hospital,emergency medicineical technician,False,1
Dept of Psychiatry,of psychiatry,False,1
Cardiology Program,cardiology,False,1
Reproductive Endocrinology CLINIC,reproductive endocrinology,False,1
PULMONARY MEDICINE - USA,,True,0
Cardiology CLINIC,cardiology,False,1
Public Health,public health,False,1
Sleep Medicine,sleep medicineicine,False,1
BEHAVIORAL HEALTH COUNSELOR,behavioral health counselor,False,1
Cardiothoracic Surgery,cardiothoracic surgeryery,False,1
PublicHealth,publichealth,False,1
Audiology Program,audiology,False,1
Dr. RADIOLOGY MOBILE CLINIC/CENTER,,True,0
Neuropsychiatry hospital,neuropsychiatry,False,1
Dept of Naturopathic Physician,,True,0
Dept of Hematology,of hematology,False,1
Dietitian Unit,dietitian,False,1
Gastroen,gastroen,False,1
Nephrology,nephrology,False,1
reproductive endocrinology,reproductive endocrinology,False,1
Cardiology,cardiology,False,1
Community Health - Clinic/Center,,True,0
Endocrinology CLINIC,endocrinology,False,1
TAXI,taxi,False,1
Adult Health Nurse Practitioner Program,adult health nurse practitioner,False,1
Dermatology CLINIC,dermatology,False,1
PULMONARY MEDICINE,,True,0
UROLOGY,urology,False,1
PULMONARY,,True,0
Radiology Unit,radiology,False,1
Endocrinology,endocrinology,False,1
Hospice and Palliative Care,hospice palliative care,False,1
Neurology Unit,neurology,False,1
family medicine,family medicineicine,False,1
InfectiousDisease,infectiousdisease,False,1
IR,,True,0
Dermatology Division,dermatology,False,1
PEDIATRIC 0PT0METRIST,pediatric 0pt0metrist,False,1
Clinical Psychology,clinical psychology,False,1
Clinical-Laboratory,clinical-laboratory,False,1
Dept of MARRIAGE & FAMILY THERAPIST,of marriage family therapist,False,1
Chiropractic,chiropractic,False,1
PEDIATRICS,pediatrics,False,1
Sleep Medicine,sleep medicineicine,False,1
Endocrinology Practice,endocrinology practice,False,1
Medical Genetics dept,medicineical genetics,False,1
Dr. OB/GYN,,True,0
Radiation Oncology,radiation oncology,False,1
addiction medicine,addiction medicineicine,False,1
Nephrology dept,nephrology,False,1
FREE STANDING (RURAL HEALTH CLINIC) Unit,,True,0
IP Practice,ip practice,False,1
Sports Medicine,sports medicineicine,False,1
Dr. PEDIATRICS,,True,0
PEDIATRIC ,pediatric,False,1
Addiction Medicine dept,addiction medicineicine,False,1
Taxi,taxi,False,1
OB/GYN hospital,obstetrics gynecology,False,1
FREE-STANDING-(RURAL-HEALTH-CLINIC),free-standing- rural-health-,False,1
free standing (rural health clinic),,True,0
Neuropsychiatry,neuropsychiatry,False,1
FREE STANDING (RU,,True,0
dietitian,dietitian,False,1
Reproductive Endocrinology,reproductive endocrinology,False,1
GeriatricMedicine,geriatricmedicineicine,False,1
Dentistry Services,dentistry services,False,1
Pediatric Dentistry Unit,pediatric dentistry,False,1
UROLOGY,urology,False,1
Vascular Surgery,vascular surgeryery,False,1
Nuclear Medicine,nuclear medicineicine,False,1
Naturopathic Physician dept,,True,0
IR CLINIC,,True,0
Psychiatry Practice,psychiatry practice,False,1
Speech-Language Pathologist Practice,speech-language pathologist practice,False,1
Orthotics and Prosthetics Program,orthotics prosthetics,False,1
Vascular Surgery,vascular surgeryery,False,1
PLASTIC SURGERY,plastic surgeryery,False,1
CLINICAL LABORATORY,clinical laboratory,False,1
PHYSICAL MEDICINE & REHAB CLINIC,physical medicineicine rehab,False,1
Dietitian Practice,dietitian practice,False,1
Behavioral Health Counselor,behavioral health counselor,False,1
PHYSICAL-MEDICINE-&-REHAB,physical-medicineicine- -rehab,False,1
Internal Medicine,,True,0
Plastic Surgery Center,plastic surgeryery,False,1
PEDIATRIC OPTOMETRIST Division,pediatric optometrist,False,1
ir,,True,0
Pain Management,,True,0
Psychiatry,psychiatry,False,1
